2/26/20,4,8,19,25,33,34,35,40
2/27/20,4,14,19,25,33,35,35,40
2/28/20,5,14,19,32,33,35,35,41
2/29/20,6,14,25,32,33,35,35,42
3/1/2020,8,19,25,32,34,35,37,42
3/2/2020,8,19,25,33,34,35,40,43
3/3/2020,14,19,25,33,35,35,40,43
3/4/2020,14,19,32,33,35,35,41,43
3/5/2020,14,25,32,33,35,35,42,47
3/6/2020,19,25,32,34,35,37,42,48
3/7/2020,19,25,33,34,35,40,43,50
3/8/2020,19,25,33,35,35,40,43,50
3/9/2020,19,32,33,35,35,41,43,50
3/10/2020,25,32,33,35,35,42,47,53
3/11/2020,25,32,34,35,37,42,48,59
3/12/2020,25,33,34,35,40,43,50,70
3/13/20,25,33,35,35,40,43,50,75
3/14/20,32,33,35,35,41,43,50,82
3/15/20,32,33,35,35,42,47,53,114
3/16/20,32,34,35,37,42,48,59,147
3/17/20,33,34,35,40,43,50,70,177
3/18/20,33,35,35,40,43,50,75,212
3/19/20,33,35,35,41,43,50,82,272
3/20/20,33,35,35,42,47,53,114,322
3/21/20,34,35,37,42,48,59,147,411
3/22/20,34,35,40,43,50,70,177,599
3/23/20,35,35,40,43,50,75,212,721
3/24/20,35,35,41,43,50,82,272,827
3/25/20,35,35,42,47,53,114,322,934
3/26/20,35,37,42,48,59,147,411,1045
3/27/20,35,40,43,50,70,177,599,1136
3/28/20,35,40,43,50,75,212,721,1245
3/29/20,35,41,43,50,82,272,827,1388
3/30/20,35,42,47,53,114,322,934,1524
3/31/20,37,42,48,59,147,411,1045,1651
4/1/2020,40,43,50,70,177,599,1136,1771
4/2/2020,40,43,50,75,212,721,1245,1875
4/3/2020,41,43,50,82,272,827,1388,1978
4/4/2020,42,47,53,114,322,934,1524,2067
4/5/2020,42,48,59,147,411,1045,1651,2169
4/6/2020,43,50,70,177,599,1136,1771,2220
4/7/2020,43,50,75,212,721,1245,1875,2258
4/8/2020,43,50,82,272,827,1388,1978,2369
4/9/2020,47,53,114,322,934,1524,2067,2423
4/10/2020,48,59,147,411,1045,1651,2169,2473
4/11/2020,50,70,177,599,1136,1771,2220,2518
4/12/2020,50,75,212,721,1245,1875,2258,2551
4/13/20,50,82,272,827,1388,1978,2369,2579
4/14/20,53,114,322,934,1524,2067,2423,2613
4/15/20,59,147,411,1045,1651,2169,2473,2643
4/16/20,70,177,599,1136,1771,2220,2518,2672
4/17/20,75,212,721,1245,1875,2258,2551,2700
4/18/20,82,272,827,1388,1978,2369,2579,2733
4/19/20,114,322,934,1524,2067,2423,2613,2765
4/20/20,147,411,1045,1651,2169,2473,2643,2792
4/21/20,177,599,1136,1771,2220,2518,2672,2811
4/22/20,212,721,1245,1875,2258,2551,2700,2826
4/23/20,272,827,1388,1978,2369,2579,2733,2839
4/24/20,322,934,1524,2067,2423,2613,2765,2854
4/25/20,411,1045,1651,2169,2473,2643,2792,2907
4/26/20,599,1136,1771,2220,2518,2672,2811,2922
4/27/20,721,1245,1875,2258,2551,2700,2826,2931
4/28/20,827,1388,1978,2369,2579,2733,2839,2938
4/29/20,934,1524,2067,2423,2613,2765,2854,2947
4/30/20,1045,1651,2169,2473,2643,2792,2907,2954
5/1/2020,1136,1771,2220,2518,2672,2811,2922,2960
5/2/2020,1245,1875,2258,2551,2700,2826,2931,2966
5/3/2020,1388,1978,2369,2579,2733,2839,2938,2969
5/4/2020,1524,2067,2423,2613,2765,2854,2947,2987
5/5/2020,1651,2169,2473,2643,2792,2907,2954,2988
5/6/2020,1771,2220,2518,2672,2811,2922,2960,2989
5/7/2020,1875,2258,2551,2700,2826,2931,2966,2992
5/8/2020,1978,2369,2579,2733,2839,2938,2969,3000
5/9/2020,2067,2423,2613,2765,2854,2947,2987,3004
5/10/2020,2169,2473,2643,2792,2907,2954,2988,3009
5/11/2020,2220,2518,2672,2811,2922,2960,2989,3015
5/12/2020,2258,2551,2700,2826,2931,2966,2992,3017
5/13/20,2369,2579,2733,2839,2938,2969,3000,3017
5/14/20,2423,2613,2765,2854,2947,2987,3004,3018
5/15/20,2473,2643,2792,2907,2954,2988,3009,3025
5/16/20,2518,2672,2811,2922,2960,2989,3015,3025
5/17/20,2551,2700,2826,2931,2966,2992,3017,3028
5/18/20,2579,2733,2839,2938,2969,3000,3017,3031
5/19/20,2613,2765,2854,2947,2987,3004,3018,3033
5/20/20,2643,2792,2907,2954,2988,3009,3025,3034
5/21/20,2672,2811,2922,2960,2989,3015,3025,3037
5/22/20,2700,2826,2931,2966,2992,3017,3028,3037
5/23/20,2733,2839,2938,2969,3000,3017,3031,3040
5/24/20,2765,2854,2947,2987,3004,3018,3033,3040
5/25/20,2792,2907,2954,2988,3009,3025,3034,3042
5/26/20,2811,2922,2960,2989,3015,3025,3037,3045
5/27/20,2826,2931,2966,2992,3017,3028,3037,3054
5/28/20,2839,2938,2969,3000,3017,3031,3040,3065
5/29/20,2854,2947,2987,3004,3018,3033,3040,3076
5/30/20,2907,2954,2988,3009,3025,3034,3042,3077
5/31/20,2922,2960,2989,3015,3025,3037,3045,3081
6/1/2020,2931,2966,2992,3017,3028,3037,3054,3082
6/2/2020,2938,2969,3000,3017,3031,3040,3065,3083
6/3/2020,2947,2987,3004,3018,3033,3040,3076,3084
6/4/2020,2954,2988,3009,3025,3034,3042,3077,3101
6/5/2020,2960,2989,3015,3025,3037,3045,3081,3102
6/6/2020,2966,2992,3017,3028,3037,3054,3082,3104
6/7/2020,2969,3000,3017,3031,3040,3065,3083,3112
6/8/2020,2987,3004,3018,3033,3040,3076,3084,3119
6/9/2020,2988,3009,3025,3034,3042,3077,3101,3121
6/10/2020,2989,3015,3025,3037,3045,3081,3102,3125
6/11/2020,2992,3017,3028,3037,3054,3082,3104,3125
6/12/2020,3000,3017,3031,3040,3065,3083,3112,3129
6/13/20,3004,3018,3033,3040,3076,3084,3119,3134
6/14/20,3009,3025,3034,3042,3077,3101,3121,3135
6/15/20,3015,3025,3037,3045,3081,3102,3125,3135
6/16/20,3017,3028,3037,3054,3082,3104,3125,3135
6/17/20,3017,3031,3040,3065,3083,3112,3129,3135
6/18/20,3018,3033,3040,3076,3084,3119,3134,3141
6/19/20,3025,3034,3042,3077,3101,3121,3135,3146
6/20/20,3025,3037,3045,3081,3102,3125,3135,3147
6/21/20,3028,3037,3054,3082,3104,3125,3135,3148
6/22/20,3031,3040,3065,3083,3112,3129,3135,3151
6/23/20,3033,3040,3076,3084,3119,3134,3141,3156
6/24/20,3034,3042,3077,3101,3121,3135,3146,3157
6/25/20,3037,3045,3081,3102,3125,3135,3147,3158
6/26/20,3037,3054,3082,3104,3125,3135,3148,3162
6/27/20,3040,3065,3083,3112,3129,3135,3151,3162
6/28/20,3040,3076,3084,3119,3134,3141,3156,3162
6/29/20,3042,3077,3101,3121,3135,3146,3157,3169
6/30/20,3045,3081,3102,3125,3135,3147,3158,3171
7/1/2020,3054,3082,3104,3125,3135,3148,3162,3173
7/2/2020,3065,3083,3112,3129,3135,3151,3162,3179
7/3/2020,3076,3084,3119,3134,3141,3156,3162,3180
7/4/2020,3077,3101,3121,3135,3146,3157,3169,3185
7/5/2020,3081,3102,3125,3135,3147,3158,3171,3190
7/6/2020,3082,3104,3125,3135,3148,3162,3173,3195
