2/12/2020,4,6,14,19,19,25,32,33
2/13/20,4,8,14,19,25,25,32,33
2/14/20,5,8,14,19,25,32,33,33
2/15/20,6,14,19,19,25,32,33,34
2/16/20,8,14,19,25,25,32,33,34
2/17/20,8,14,19,25,32,33,33,35
2/18/20,14,19,19,25,32,33,34,35
2/19/20,14,19,25,25,32,33,34,35
2/20/20,14,19,25,32,33,33,35,35
2/21/20,19,19,25,32,33,34,35,35
2/22/20,19,25,25,32,33,34,35,35
2/23/20,19,25,32,33,33,35,35,35
2/24/20,19,25,32,33,34,35,35,35
2/25/20,25,25,32,33,34,35,35,37
2/26/20,25,32,33,33,35,35,35,40
2/27/20,25,32,33,34,35,35,35,40
2/28/20,25,32,33,34,35,35,37,41
2/29/20,32,33,33,35,35,35,40,42
3/1/2020,32,33,34,35,35,35,40,42
3/2/2020,32,33,34,35,35,37,41,43
3/3/2020,33,33,35,35,35,40,42,43
3/4/2020,33,34,35,35,35,40,42,43
3/5/2020,33,34,35,35,37,41,43,47
3/6/2020,33,35,35,35,40,42,43,48
3/7/2020,34,35,35,35,40,42,43,50
3/8/2020,34,35,35,37,41,43,47,50
3/9/2020,35,35,35,40,42,43,48,50
3/10/2020,35,35,35,40,42,43,50,53
3/11/2020,35,35,37,41,43,47,50,59
3/12/2020,35,35,40,42,43,48,50,70
3/13/20,35,35,40,42,43,50,53,75
3/14/20,35,37,41,43,47,50,59,82
3/15/20,35,40,42,43,48,50,70,114
3/16/20,35,40,42,43,50,53,75,147
3/17/20,37,41,43,47,50,59,82,177
3/18/20,40,42,43,48,50,70,114,212
3/19/20,40,42,43,50,53,75,147,272
3/20/20,41,43,47,50,59,82,177,322
3/21/20,42,43,48,50,70,114,212,411
3/22/20,42,43,50,53,75,147,272,599
3/23/20,43,47,50,59,82,177,322,721
3/24/20,43,48,50,70,114,212,411,827
3/25/20,43,50,53,75,147,272,599,934
3/26/20,47,50,59,82,177,322,721,1045
3/27/20,48,50,70,114,212,411,827,1136
3/28/20,50,53,75,147,272,599,934,1245
3/29/20,50,59,82,177,322,721,1045,1388
3/30/20,50,70,114,212,411,827,1136,1524
3/31/20,53,75,147,272,599,934,1245,1651
4/1/2020,59,82,177,322,721,1045,1388,1771
4/2/2020,70,114,212,411,827,1136,1524,1875
4/3/2020,75,147,272,599,934,1245,1651,1978
4/4/2020,82,177,322,721,1045,1388,1771,2067
4/5/2020,114,212,411,827,1136,1524,1875,2169
4/6/2020,147,272,599,934,1245,1651,1978,2220
4/7/2020,177,322,721,1045,1388,1771,2067,2258
4/8/2020,212,411,827,1136,1524,1875,2169,2369
4/9/2020,272,599,934,1245,1651,1978,2220,2423
4/10/2020,322,721,1045,1388,1771,2067,2258,2473
4/11/2020,411,827,1136,1524,1875,2169,2369,2518
4/12/2020,599,934,1245,1651,1978,2220,2423,2551
4/13/20,721,1045,1388,1771,2067,2258,2473,2579
4/14/20,827,1136,1524,1875,2169,2369,2518,2613
4/15/20,934,1245,1651,1978,2220,2423,2551,2643
4/16/20,1045,1388,1771,2067,2258,2473,2579,2672
4/17/20,1136,1524,1875,2169,2369,2518,2613,2700
4/18/20,1245,1651,1978,2220,2423,2551,2643,2733
4/19/20,1388,1771,2067,2258,2473,2579,2672,2765
4/20/20,1524,1875,2169,2369,2518,2613,2700,2792
4/21/20,1651,1978,2220,2423,2551,2643,2733,2811
4/22/20,1771,2067,2258,2473,2579,2672,2765,2826
4/23/20,1875,2169,2369,2518,2613,2700,2792,2839
4/24/20,1978,2220,2423,2551,2643,2733,2811,2854
