2/19/20,4,8,14,19,25,33,34,35
2/20/20,4,8,19,25,32,33,34,35
2/21/20,5,14,19,25,32,33,35,35
2/22/20,6,14,19,25,32,33,35,35
2/23/20,8,14,19,25,33,34,35,35
2/24/20,8,19,25,32,33,34,35,35
2/25/20,14,19,25,32,33,35,35,37
2/26/20,14,19,25,32,33,35,35,40
2/27/20,14,19,25,33,34,35,35,40
2/28/20,19,25,32,33,34,35,35,41
2/29/20,19,25,32,33,35,35,37,42
3/1/2020,19,25,32,33,35,35,40,42
3/2/2020,19,25,33,34,35,35,40,43
3/3/2020,25,32,33,34,35,35,41,43
3/4/2020,25,32,33,35,35,37,42,43
3/5/2020,25,32,33,35,35,40,42,47
3/6/2020,25,33,34,35,35,40,43,48
3/7/2020,32,33,34,35,35,41,43,50
3/8/2020,32,33,35,35,37,42,43,50
3/9/2020,32,33,35,35,40,42,47,50
3/10/2020,33,34,35,35,40,43,48,53
3/11/2020,33,34,35,35,41,43,50,59
3/12/2020,33,35,35,37,42,43,50,70
3/13/20,33,35,35,40,42,47,50,75
3/14/20,34,35,35,40,43,48,53,82
3/15/20,34,35,35,41,43,50,59,114
3/16/20,35,35,37,42,43,50,70,147
3/17/20,35,35,40,42,47,50,75,177
3/18/20,35,35,40,43,48,53,82,212
3/19/20,35,35,41,43,50,59,114,272
3/20/20,35,37,42,43,50,70,147,322
3/21/20,35,40,42,47,50,75,177,411
3/22/20,35,40,43,48,53,82,212,599
3/23/20,35,41,43,50,59,114,272,721
3/24/20,37,42,43,50,70,147,322,827
3/25/20,40,42,47,50,75,177,411,934
3/26/20,40,43,48,53,82,212,599,1045
3/27/20,41,43,50,59,114,272,721,1136
3/28/20,42,43,50,70,147,322,827,1245
3/29/20,42,47,50,75,177,411,934,1388
3/30/20,43,48,53,82,212,599,1045,1524
3/31/20,43,50,59,114,272,721,1136,1651
4/1/2020,43,50,70,147,322,827,1245,1771
4/2/2020,47,50,75,177,411,934,1388,1875
4/3/2020,48,53,82,212,599,1045,1524,1978
4/4/2020,50,59,114,272,721,1136,1651,2067
4/5/2020,50,70,147,322,827,1245,1771,2169
4/6/2020,50,75,177,411,934,1388,1875,2220
4/7/2020,53,82,212,599,1045,1524,1978,2258
4/8/2020,59,114,272,721,1136,1651,2067,2369
4/9/2020,70,147,322,827,1245,1771,2169,2423
4/10/2020,75,177,411,934,1388,1875,2220,2473
4/11/2020,82,212,599,1045,1524,1978,2258,2518
4/12/2020,114,272,721,1136,1651,2067,2369,2551
4/13/20,147,322,827,1245,1771,2169,2423,2579
4/14/20,177,411,934,1388,1875,2220,2473,2613
4/15/20,212,599,1045,1524,1978,2258,2518,2643
4/16/20,272,721,1136,1651,2067,2369,2551,2672
4/17/20,322,827,1245,1771,2169,2423,2579,2700
4/18/20,411,934,1388,1875,2220,2473,2613,2733
4/19/20,599,1045,1524,1978,2258,2518,2643,2765
4/20/20,721,1136,1651,2067,2369,2551,2672,2792
4/21/20,827,1245,1771,2169,2423,2579,2700,2811
4/22/20,934,1388,1875,2220,2473,2613,2733,2826
4/23/20,1045,1524,1978,2258,2518,2643,2765,2839
4/24/20,1136,1651,2067,2369,2551,2672,2792,2854
4/25/20,1245,1771,2169,2423,2579,2700,2811,2907
4/26/20,1388,1875,2220,2473,2613,2733,2826,2922
4/27/20,1524,1978,2258,2518,2643,2765,2839,2931
4/28/20,1651,2067,2369,2551,2672,2792,2854,2938
4/29/20,1771,2169,2423,2579,2700,2811,2907,2947
4/30/20,1875,2220,2473,2613,2733,2826,2922,2954
5/1/2020,1978,2258,2518,2643,2765,2839,2931,2960
5/2/2020,2067,2369,2551,2672,2792,2854,2938,2966
5/3/2020,2169,2423,2579,2700,2811,2907,2947,2969
5/4/2020,2220,2473,2613,2733,2826,2922,2954,2987
5/5/2020,2258,2518,2643,2765,2839,2931,2960,2988
5/6/2020,2369,2551,2672,2792,2854,2938,2966,2989
5/7/2020,2423,2579,2700,2811,2907,2947,2969,2992
5/8/2020,2473,2613,2733,2826,2922,2954,2987,3000
5/9/2020,2518,2643,2765,2839,2931,2960,2988,3004
5/10/2020,2551,2672,2792,2854,2938,2966,2989,3009
5/11/2020,2579,2700,2811,2907,2947,2969,2992,3015
5/12/2020,2613,2733,2826,2922,2954,2987,3000,3017
5/13/20,2643,2765,2839,2931,2960,2988,3004,3017
5/14/20,2672,2792,2854,2938,2966,2989,3009,3018
5/15/20,2700,2811,2907,2947,2969,2992,3015,3025
5/16/20,2733,2826,2922,2954,2987,3000,3017,3025
5/17/20,2765,2839,2931,2960,2988,3004,3017,3028
5/18/20,2792,2854,2938,2966,2989,3009,3018,3031
5/19/20,2811,2907,2947,2969,2992,3015,3025,3033
5/20/20,2826,2922,2954,2987,3000,3017,3025,3034
5/21/20,2839,2931,2960,2988,3004,3017,3028,3037
5/22/20,2854,2938,2966,2989,3009,3018,3031,3037
5/23/20,2907,2947,2969,2992,3015,3025,3033,3040
5/24/20,2922,2954,2987,3000,3017,3025,3034,3040
5/25/20,2931,2960,2988,3004,3017,3028,3037,3042
5/26/20,2938,2966,2989,3009,3018,3031,3037,3045
5/27/20,2947,2969,2992,3015,3025,3033,3040,3054
5/28/20,2954,2987,3000,3017,3025,3034,3040,3065
5/29/20,2960,2988,3004,3017,3028,3037,3042,3076
